Age,EdLevel,Employment,WorkExp,YearsCode,DevType,ICorPM,RemoteWork,Industry,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd,income_tier,orgsize_log
49.5,4.0,0,28.0,28.0,"Developer, full-stack",1.0,Remote,"Internet, Telecomm or Information Services",3.0,2.0,69310.0,3.0,2.302585092994046
39.5,5.0,0,14.0,15.0,"Developer, back-end",0.0,Remote,Other:,8.0,3.0,92812.0,3.0,4.085976312551584
39.5,4.0,0,18.0,10.0,"Developer, full-stack",0.0,Remote,Healthcare,6.0,5.0,155000.0,3.0,5.702114417555504
39.5,4.0,0,14.0,19.0,"Developer, mobile",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,3.0,,81210.0,3.0,4.085976312551584
39.5,4.0,0,10.0,10.0,Database administrator or engineer,0.0,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",11.0,7.0,58367.0,3.0,9.903487552536127
29.5,2.0,0,7.0,12.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Insurance,6.0,3.0,23340.0,2.0,5.702114417555504
29.5,4.0,0,6.0,15.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Government,4.0,,57861.0,3.0,8.006200887093147
39.5,2.0,0,8.0,15.0,"Developer, back-end",,Remote,"Transportation, or Supply Chain",2.0,4.0,1064.0,1.0,4.085976312551584
29.5,5.0,0,6.0,9.0,"Developer, embedded applications or devices",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,8.0,,29473.0,3.0,8.006200887093147
29.5,5.0,0,5.0,7.0,"Developer, embedded applications or devices",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,7.0,2.0,129000.0,3.0,5.702114417555504
59.5,2.0,0,35.0,25.0,"Architect, software or solutions",0.0,Remote,Software Development,8.0,4.0,139218.0,3.0,4.085976312551584
29.5,2.0,0,9.0,9.0,"Developer, front-end",0.0,Remote,Healthcare,4.0,1.0,77000.0,3.0,4.085976312551584
49.5,2.0,0,20.0,20.0,"Developer, full-stack",0.0,Remote,Insurance,3.0,4.0,234000.0,3.0,5.702114417555504
49.5,4.0,0,25.0,29.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,,,75472.0,3.0,5.702114417555504
39.5,5.0,0,25.0,27.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,1.0,1.0,110279.0,3.0,5.702114417555504
39.5,4.0,0,8.0,16.0,Engineering manager,1.0,In-person,Software Development,6.0,3.0,21362.0,1.0,4.085976312551584
29.5,4.0,0,6.0,12.0,"Developer, full-stack",0.0,Remote,Software Development,12.0,4.0,128000.0,3.0,8.006200887093147
49.5,4.0,0,15.0,17.0,"Developer, full-stack",0.0,Remote,Software Development,5.0,2.0,225000.0,3.0,2.302585092994046
29.5,2.0,1,5.0,10.0,"Developer, back-end",,,Software Development,10.0,5.0,31360.0,3.0,
29.5,4.0,0,2.0,6.0,"Developer, mobile",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,8.0,4.0,94000.0,3.0,2.302585092994046
39.5,5.0,0,7.0,19.0,Data scientist,0.0,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,2.0,2.0,93972.0,3.0,6.619406317542652
39.5,2.0,0,15.0,27.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",12.0,9.0,51183.0,2.0,5.702114417555504
29.5,2.0,0,10.0,12.0,"Architect, software or solutions",0.0,Remote,Healthcare,6.0,8.0,275000.0,3.0,4.085976312551584
49.5,5.0,1,24.0,36.0,Engineering manager,,,Software Development,2.0,,68071.0,3.0,
29.5,4.0,0,9.0,12.0,"Developer, back-end",0.0,Remote,Fintech,5.0,3.0,250000.0,3.0,9.903487552536127
49.5,5.0,0,29.0,40.0,"Architect, software or solutions",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,5.0,87011.0,3.0,2.302585092994046
39.5,5.0,1,10.0,15.0,"Developer, full-stack",,,Software Development,5.0,6.0,60328.0,3.0,
29.5,5.0,0,3.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,3.0,1.0,57861.0,3.0,4.085976312551584
39.5,4.0,0,14.0,25.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,6.0,2.0,156000.0,3.0,5.702114417555504
21.0,5.0,0,2.0,4.0,Data scientist,0.0,In-person,Higher Education,5.0,2.0,70000.0,3.0,8.006200887093147
29.5,2.0,0,2.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Healthcare,7.0,2.0,41929.0,3.0,6.619406317542652
77.5,1.0,0,40.0,40.0,"Developer, embedded applications or devices",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,7.0,2.0,120000.0,3.0,
49.5,5.0,0,28.0,34.0,"Developer, back-end",0.0,Remote,Software Development,7.0,3.0,210000.0,3.0,2.302585092994046
39.5,2.0,0,24.0,29.0,"Developer, back-end",0.0,Remote,Retail and Consumer Services,5.0,3.0,109438.0,3.0,2.302585092994046
39.5,1.0,0,20.0,34.0,"Developer, embedded applications or devices",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,11.0,1.0,69609.0,3.0,8.922591630635415
39.5,5.0,1,18.0,35.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,6.0,5.0,64968.0,3.0,0.0
29.5,5.0,0,7.0,11.0,"Developer, back-end",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,4.0,1.0,41462.0,2.0,4.085976312551584
29.5,4.0,0,8.0,16.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,8.0,1.0,96000.0,3.0,8.922591630635415
29.5,4.0,0,6.0,8.0,"Developer, full-stack",1.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,9.0,6.0,2790.0,1.0,2.302585092994046
29.5,1.0,0,14.0,10.0,"Developer, full-stack",0.0,Remote,Retail and Consumer Services,7.0,2.0,115720.0,3.0,8.006200887093147
21.0,4.0,0,4.0,8.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,7.0,1.0,94000.0,3.0,8.922591630635415
49.5,6.0,0,25.0,20.0,"Developer, full-stack",1.0,In-person,Software Development,,,170000.0,3.0,2.302585092994046
49.5,4.0,1,25.0,30.0,"Developer, mobile",,,Software Development,6.0,4.0,108913.0,3.0,
59.5,4.0,0,39.0,39.0,"Architect, software or solutions",0.0,Remote,Other:,3.0,1.0,125000.0,3.0,4.085976312551584
29.5,5.0,0,5.0,13.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,7.0,2.0,100000.0,3.0,5.702114417555504
39.5,4.0,0,22.0,22.0,"Developer, front-end",0.0,Remote,Banking/Financial Services,3.0,,145629.0,2.0,6.619406317542652
39.5,5.0,0,18.0,27.0,"Developer, full-stack",0.0,Remote,Retail and Consumer Services,10.0,3.0,242000.0,3.0,6.619406317542652
49.5,4.0,0,30.0,20.0,System administrator,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,1.0,120000.0,3.0,5.702114417555504
21.0,4.0,0,1.0,7.0,DevOps engineer or professional,0.0,In-person,Other:,3.0,,80000.0,3.0,9.903487552536127
39.5,3.0,0,9.0,12.0,"Developer, desktop or enterprise applications",0.0,In-person,Software Development,8.0,2.0,65000.0,3.0,2.302585092994046
49.5,4.0,0,20.0,35.0,"Developer, embedded applications or devices",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,2.0,,176485.0,3.0,9.903487552536127
21.0,2.0,0,4.0,6.0,"Developer, back-end",0.0,Remote,Media & Advertising Services,8.0,4.0,70000.0,3.0,2.302585092994046
29.5,4.0,0,18.0,18.0,"Developer, front-end",0.0,Remote,Banking/Financial Services,5.0,1.0,160000.0,3.0,8.006200887093147
49.5,4.0,0,27.0,35.0,"Developer, desktop or enterprise applications",0.0,Remote,"Internet, Telecomm or Information Services",5.0,3.0,115000.0,3.0,4.085976312551584
29.5,4.0,1,5.0,10.0,"Developer, full-stack",,,Retail and Consumer Services,7.0,5.0,104413.0,3.0,
29.5,5.0,0,4.0,6.0,"Developer, full-stack",0.0,Remote,Software Development,5.0,3.0,86109.0,3.0,4.085976312551584
29.5,4.0,0,7.0,12.0,"Developer, back-end",0.0,Remote,Software Development,14.0,8.0,66000.0,2.0,2.302585092994046
59.5,5.0,0,33.0,40.0,"Developer, back-end",0.0,,Software Development,5.0,,63808.0,3.0,4.085976312551584
77.5,5.0,1,40.0,49.0,"Developer, desktop or enterprise applications",,,Healthcare,2.0,2.0,70208.0,3.0,
29.5,5.0,0,4.0,6.0,"Developer, mobile",0.0,Remote,Retail and Consumer Services,2.0,1.0,17813.0,2.0,9.903487552536127
49.5,4.0,0,28.0,10.0,"Developer, full-stack",0.0,Remote,Fintech,3.0,1.0,108424.0,3.0,0.0
29.5,4.0,0,14.0,14.0,"Founder, technology or otherwise",1.0,Remote,Software Development,4.0,3.0,87011.0,3.0,4.085976312551584
29.5,4.0,0,4.0,15.0,DevOps engineer or professional,0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,10.0,4.0,90000.0,3.0,9.903487552536127
49.5,4.0,0,26.0,42.0,"Architect, software or solutions",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,12.0,7.0,96660.0,3.0,9.903487552536127
59.5,4.0,0,31.0,40.0,"Developer, desktop or enterprise applications",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,6.0,2.0,129750.0,3.0,9.903487552536127
29.5,4.0,0,6.0,6.0,"Developer, QA or test",0.0,Remote,Software Development,5.0,4.0,46496.0,1.0,8.006200887093147
29.5,5.0,0,4.0,10.0,"Developer, back-end",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,,53367.0,3.0,9.903487552536127
21.0,2.0,0,1.0,2.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,5.0,17605.0,3.0,2.302585092994046
49.5,4.0,1,25.0,25.0,"Developer, full-stack",,,Media & Advertising Services,7.0,4.0,54611.0,2.0,
39.5,2.0,0,9.0,10.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,9.0,4.0,175000.0,3.0,2.302585092994046
39.5,2.0,0,15.0,25.0,"Developer, back-end",0.0,In-person,Software Development,1.0,1.0,98827.0,3.0,2.302585092994046
49.5,4.0,1,12.0,12.0,"Developer, full-stack",,In-person,Software Development,2.0,5.0,20000.0,1.0,2.302585092994046
49.5,4.0,0,28.0,28.0,"Developer, full-stack",0.0,Remote,Manufacturing,,,50314.0,3.0,2.302585092994046
29.5,4.0,0,3.0,3.0,AI/ML engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Fintech,8.0,3.0,18331.0,2.0,8.006200887093147
59.5,5.0,0,40.0,44.0,DevOps engineer or professional,1.0,Remote,Other:,4.0,2.0,80000.0,3.0,4.085976312551584
29.5,5.0,0,12.0,21.0,AI/ML engineer,0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,7.0,,220000.0,3.0,9.903487552536127
49.5,5.0,0,25.0,10.0,"Developer, back-end",0.0,Remote,Banking/Financial Services,10.0,9.0,45509.0,2.0,9.903487552536127
49.5,4.0,0,30.0,40.0,"Developer, full-stack",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,9.0,3.0,91013.0,3.0,5.702114417555504
39.5,4.0,0,16.0,20.0,"Developer, full-stack",0.0,Remote,Software Development,7.0,6.0,188527.0,3.0,2.302585092994046
59.5,4.0,0,35.0,40.0,"Developer, mobile",0.0,Remote,Banking/Financial Services,8.0,2.0,216000.0,3.0,4.085976312551584
21.0,4.0,0,6.0,11.0,"Developer, back-end",0.0,Remote,Software Development,3.0,,18204.0,2.0,8.922591630635415
29.5,2.0,0,7.0,7.0,"Developer, full-stack",1.0,Remote,Software Development,7.0,4.0,85000.0,3.0,5.702114417555504
29.5,4.0,0,7.0,13.0,"Developer, front-end",0.0,Remote,"Internet, Telecomm or Information Services",4.0,4.0,60000.0,1.0,2.302585092994046
39.5,4.0,0,15.0,20.0,DevOps engineer or professional,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,4.0,,119495.0,3.0,9.903487552536127
49.5,4.0,0,20.0,25.0,"Developer, full-stack",0.0,Remote,Fintech,7.0,6.0,113766.0,3.0,5.702114417555504
21.0,4.0,0,8.0,14.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,10.0,4.0,117637.0,3.0,2.302585092994046
29.5,4.0,0,11.0,14.0,"Developer, full-stack",0.0,In-person,Software Development,8.0,,65009.0,3.0,5.702114417555504
39.5,2.0,1,7.0,20.0,"Developer, full-stack",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,11.0,5.0,80000.0,2.0,2.302585092994046
21.0,4.0,0,3.0,7.0,"Developer, desktop or enterprise applications",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,,93000.0,3.0,5.702114417555504
29.5,5.0,0,3.0,8.0,"Developer, back-end",0.0,Remote,Government,,,175000.0,3.0,4.085976312551584
49.5,4.0,0,28.0,43.0,Academic researcher,1.0,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,6.0,3.0,130000.0,3.0,9.903487552536127
39.5,4.0,0,21.0,30.0,"Developer, back-end",0.0,Remote,Software Development,7.0,3.0,170000.0,3.0,4.085976312551584
29.5,2.0,0,8.0,14.0,"Developer, back-end",0.0,Remote,Software Development,1.0,2.0,22086.0,1.0,4.085976312551584
49.5,4.0,0,25.0,30.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,11.0,6.0,116000.0,3.0,5.702114417555504
49.5,4.0,0,30.0,30.0,Cybersecurity or InfoSec professional,0.0,Remote,Retail and Consumer Services,5.0,2.0,6843.0,2.0,8.006200887093147
49.5,4.0,0,24.0,34.0,"Architect, software or solutions",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,4.0,1.0,123518.0,3.0,4.085976312551584
29.5,2.0,1,7.0,8.0,"Developer, full-stack",0.0,Remote,Software Development,12.0,4.0,60000.0,3.0,5.702114417555504
29.5,4.0,0,8.0,8.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,,,46406.0,3.0,2.302585092994046
29.5,5.0,0,3.0,7.0,"Developer, embedded applications or devices",0.0,"Hybrid (some remote, leans heavy to in-person)",Energy,,,100000.0,3.0,8.006200887093147
39.5,4.0,0,10.0,12.0,Cloud infrastructure engineer,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,,,294142.0,3.0,9.903487552536127
39.5,1.0,0,15.0,22.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Other:,6.0,2.0,98612.0,3.0,5.702114417555504
21.0,4.0,0,3.0,7.0,Other (please specify):,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,8.0,6.0,40684.0,1.0,4.085976312551584
39.5,3.0,0,13.0,15.0,"Developer, mobile",0.0,Remote,Software Development,,3.0,99773.0,3.0,6.619406317542652
39.5,4.0,0,14.0,20.0,DevOps engineer or professional,0.0,"Hybrid (some in-person, leans heavy to flexibility)",Banking/Financial Services,6.0,3.0,93613.0,3.0,9.903487552536127
29.5,4.0,0,3.0,8.0,"Developer, back-end",0.0,In-person,Software Development,3.0,3.0,16218.0,2.0,2.302585092994046
29.5,4.0,0,4.0,4.0,"Developer, back-end",0.0,In-person,Energy,6.0,7.0,33000.0,2.0,4.085976312551584
29.5,2.0,0,8.0,15.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,13.0,9.0,74713.0,3.0,5.702114417555504
39.5,6.0,0,14.0,17.0,"Architect, software or solutions",0.0,Remote,Computer Systems Design and Services,,,85851.0,3.0,8.006200887093147
29.5,2.0,0,7.0,7.0,Product manager,1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,4.0,2.0,49886.0,3.0,4.085976312551584
39.5,5.0,1,17.0,17.0,"Developer, full-stack",,,Software Development,6.0,2.0,116015.0,3.0,
59.5,2.0,0,35.0,44.0,"Developer, full-stack",0.0,In-person,Fintech,4.0,1.0,58634.0,2.0,2.302585092994046
39.5,5.0,0,21.0,25.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,1.0,148678.0,3.0,5.702114417555504
29.5,4.0,0,8.0,21.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Energy,8.0,4.0,115720.0,3.0,5.702114417555504
39.5,4.0,0,14.0,20.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Media & Advertising Services,6.0,2.0,3383.0,2.0,4.085976312551584
21.0,4.0,0,6.0,10.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,6.0,3.0,69609.0,3.0,8.006200887093147
39.5,5.0,0,15.0,18.0,Engineering manager,1.0,Remote,Computer Systems Design and Services,6.0,10.0,638081.0,3.0,5.702114417555504
29.5,5.0,1,5.0,9.0,AI/ML engineer,,,Software Development,2.0,2.0,71899.0,2.0,
29.5,5.0,1,7.0,10.0,"Developer, full-stack",,,Software Development,6.0,3.0,49886.0,3.0,
39.5,6.0,0,8.0,12.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,6.0,2.0,64968.0,3.0,4.085976312551584
29.5,3.0,0,9.0,16.0,"Developer, back-end",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,4.0,4.0,60328.0,3.0,4.085976312551584
29.5,5.0,0,9.0,20.0,"Developer, game or graphics",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Other:,3.0,,70208.0,3.0,9.903487552536127
21.0,4.0,0,3.0,11.0,"Developer, mobile",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,5.0,,34462.0,3.0,6.619406317542652
29.5,4.0,0,10.0,15.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,4.0,2.0,53367.0,3.0,4.085976312551584
29.5,2.0,0,4.0,6.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,8.0,3.0,85088.0,3.0,8.006200887093147
49.5,2.0,0,20.0,30.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,4.0,5.0,68134.0,3.0,2.302585092994046
39.5,5.0,0,9.0,9.0,"Developer, back-end",0.0,Remote,Software Development,4.0,6.0,17749.0,1.0,8.006200887093147
29.5,5.0,0,10.0,14.0,Applied scientist,0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Other:,3.0,,142949.0,3.0,5.702114417555504
59.5,6.0,0,30.0,25.0,Other (please specify):,0.0,"Hybrid (some remote, leans heavy to in-person)",Higher Education,6.0,4.0,74249.0,3.0,8.006200887093147
39.5,2.0,0,20.0,25.0,"Developer, mobile",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Media & Advertising Services,9.0,,141587.0,3.0,8.006200887093147
21.0,5.0,0,2.0,6.0,"Developer, full-stack",0.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,9.0,3.0,42925.0,3.0,8.006200887093147
49.5,4.0,0,25.0,,"Senior executive (C-suite, VP, etc.)",1.0,In-person,Software Development,3.0,2.0,3798.0,2.0,5.702114417555504
39.5,5.0,0,4.0,19.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",5.0,1.0,59167.0,3.0,4.085976312551584
49.5,4.0,0,25.0,25.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Healthcare,10.0,6.0,6765.0,2.0,9.903487552536127
29.5,4.0,0,8.0,10.0,"Developer, full-stack",0.0,In-person,Government,4.0,3.0,51851.0,3.0,5.702114417555504
29.5,4.0,0,6.0,9.0,"Developer, full-stack",0.0,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,5.0,5.0,54527.0,3.0,5.702114417555504
39.5,5.0,0,24.0,26.0,"Developer, back-end",1.0,"Hybrid (some remote, leans heavy to in-person)",Software Development,6.0,6.0,148791.0,3.0,4.085976312551584
49.5,5.0,0,25.0,38.0,"Architect, software or solutions",0.0,"Hybrid (some remote, leans heavy to in-person)",Higher Education,6.0,4.0,59000.0,3.0,8.006200887093147
49.5,4.0,0,16.0,12.0,"Developer, full-stack",0.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,3.0,2.0,105891.0,3.0,5.702114417555504
21.0,4.0,0,3.0,,"Developer, full-stack",0.0,Remote,"Internet, Telecomm or Information Services",8.0,5.0,8137.0,1.0,4.085976312551584
49.5,5.0,0,24.0,33.0,"Developer, embedded applications or devices",0.0,In-person,Computer Systems Design and Services,7.0,,174022.0,3.0,9.903487552536127
39.5,2.0,0,26.0,27.0,"UX, Research Ops or UI design professional",1.0,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,4.0,,119805.0,3.0,5.702114417555504
